recordno,endtime,qweek,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,House_rooms,sw_1_1,sw_1_2,sw_1_3,sw_1_4,sw_1_5,sw_1_6,sw_1_7,sw_1_8,sw_1_9,sw_1_10,sw_1_11,sw_1_12,sw_1_13,sw_1_14,sw_1_15,sw_1_98,sw_1_other,sw_2,i1_health,i2_health,i7a_health,weight,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,caseid,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1865,08/04/2020 20:27,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Sometimes,Always,Always,Always,Frequently,Always,Always,Always, ,Not at all,Not at all,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Always,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,jag arbetar alltid hemifrån,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,"vi bor på landet, stor tomt, inga nära grannar",Yes,1,9,3,1.090217312,Female,73,"Skåne, Halland och Blekinge",2,1,Yes,No,No,No,No,No,No, , , , , , 
1866,08/04/2020 20:27,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Not at all,Rarely, ,Sometimes,Not at all,Rarely,Sometimes,Frequently,Sometimes,Not at all,Not at all,Sometimes,Sometimes,20,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,0,20,6,0.891763638,Female,30,Stockholm,1,1,Yes,No,No,No,No,No,No, , , , , , 
1867,08/04/2020 20:28,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Not at all,Always,Rarely,Always,Not at all,Not at all,Not at all,Frequently, , ,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,__NA__,Yes,1,50,2,1.564194861,Male,33,Norra mellersta Sverige,2,1,No,No,No,No,Yes,No,No, , , , , , 
1868,08/04/2020 20:29,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Frequently,Not at all,Not at all,Frequently,Rarely,Sometimes,Frequently,Frequently,Sometimes,Not at all,Frequently,Rarely,Sometimes,7,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,__NA__,No,4,100,4,0.975339128,Female,50,Södra mellersta Sverige,4,2,Yes,No,No,No,No,No,No, , , , , , 
1869,08/04/2020 20:30,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Rarely,Rarely,Always,Not at all,Not at all,Frequently,Always,Always,Not at all,Not at all,Not at all,Always,50,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,__NA__,Yes,4,30,1,0.914302488,Female,37,Norra Sverige,5,4,Yes,No,No,No,No,No,No, , , , , , 
1870,08/04/2020 20:34,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Not at all,Always,Always,Always, ,Always,Frequently,Sometimes,Sometimes,Always,Sometimes,Not at all,Not at all,Not at all,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,4,0,0.947007905,Female,64,Södra mellersta Sverige,1,1,No,Yes,No,No,No,No,No, , , , , , 
1871,08/04/2020 20:34,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Not at all,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Seven,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,1,2,1,1.090217312,Female,60,"Skåne, Halland och Blekinge",2,1,No,No,No,No,No,Yes,No, , , , , , 
1872,08/04/2020 20:36,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Not at all,Not at all,Rarely,Not at all,Always, , ,Frequently,Frequently,Always,Always,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,2,3,0.947007905,Female,72,Södra mellersta Sverige,1,1,No,No,No,Yes,No,No,No, , , , , , 
1873,08/04/2020 20:37,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Not at all,Always,Sometimes,Not at all,Sometimes, ,Not at all,Frequently,Not at all,Sometimes,Always,Always,Frequently,Not at all,Not at all,Not at all,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Seven,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,4,4,2,1.271742605,Male,20,Södra mellersta Sverige,5,3,No,No,Yes,No,No,No,No, , , , , , 
1874,08/04/2020 20:42,week 2,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Rarely,No,No,Not sure,Somewhat easy,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,Yes,7,7,2,1.564194861,Male,35,Norra mellersta Sverige,1,1,Yes,No,No,No,No,No,No, , , , , , 
1875,08/04/2020 20:43,week 2,"No, I have not","No, they have not",No,Yes,No,No,No,No,Yes,Frequently,No,No,Yes,Very easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Frequently,Not at all,Frequently,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Eight,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,I trädgården o på kvällen promenerade 20 minuter inga människor ute,Yes,3,20,2,0.985185357,Male,49,Södra mellersta Sverige,2,2,Yes,No,No,No,No,No,No, , , , , , 
1876,14/04/2020 08:15,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Frequently,Always,Always, , ,Frequently,Frequently,Frequently,Always,Always,Sometimes,Not at all,Always,Frequently,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Don't know,0,4,3,1.480587926,Male,22,Norra mellersta Sverige,1,1,No,No,Yes,No,No,No,No, , , , , , 
1877,12/04/2020 07:53,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Always, , ,Always,Not at all,Sometimes,Always,Always,Rarely,Not at all,Not at all,Frequently,Sometimes,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Six,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,2,3,2,0.89343102,Female,68,Stockholm,2,1,No,No,No,Yes,No,No,No, , , , , , 
1878,08/04/2020 20:52,week 2,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Sometimes,No,Yes,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Not at all,Rarely,Not at all,Always,Sometimes, ,Not at all,Sometimes,Frequently,Always,Frequently,Sometimes,Always,Always,Always,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,25,1,0.971294209,Female,67,Norra mellersta Sverige,2,1,No,Yes,No,No,No,No,No, , , , , , 
1879,08/04/2020 20:55,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Frequently,Sometimes,Always,Sometimes,Sometimes,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Rarely,Frequently,Frequently,7,No,No,No,No,No,No,No,No,No,No,Yes,No,No,ingenjör,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,__NA__,Yes,3,15,2,0.936105015,Male,39,Södra mellersta Sverige,4,3,Yes,No,No,No,No,No,No, , , , , , 
1880,08/04/2020 20:56,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Sometimes,Not at all,Frequently,Always,Sometimes,Rarely,Not at all,Not at all,Rarely,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Three,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,__NA__,No,3,6,2,0.894549481,Female,32,Norra mellersta Sverige,4,3,Yes,No,No,No,No,No,No, , , , , , 
1881,08/04/2020 20:57,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Always,Always,Always,Always,Frequently, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Not at all,Always,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,0,5,0,0.947007905,Female,63,Södra mellersta Sverige,1,1,No,No,No,No,No,Yes,No, , , , , , 
1882,08/04/2020 20:57,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,14,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,0,1,0.995916979,Male,43,Stockholm,1,1,Yes,No,No,No,No,No,No, , , , , , 
1883,08/04/2020 21:03,week 2,"No, I have not","No, they have not",No,No,No,No,Yes,No,Not sure,Frequently,No,No,Yes,Very easy,Very willing,Not at all,Frequently,Rarely,Always,Sometimes,Frequently,Always,Always,Always,Not at all,Sometimes,Frequently,Always,Always,Frequently,Frequently,Not at all,Not at all,Not at all,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Six,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,3,10,0,0.962095572,Male,42,Norra Sverige,4,3,Yes,No,No,No,No,No,No, , , , , , 
1884,08/04/2020 21:05,week 2,"No, I have not","No, they have not",Yes,Yes,No,No,Yes,No,Not sure,Frequently,No,No,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always,Always, ,Sometimes,Not at all,Always,Always,Always,Sometimes,Not at all,Sometimes,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Renhållning i bostadsområde,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Two,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,0,2,0.986469872,Female,43,Södra mellersta Sverige,2,1,No,Yes,No,No,No,No,No, , , , , , 
1885,08/04/2020 21:12,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Four,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,2,0,1,0.971294209,Female,71,Norra mellersta Sverige,3,1,No,No,No,Yes,No,No,No, , , , , , 
1886,08/04/2020 21:15,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Frequently,Sometimes,Not at all,Rarely, , ,Sometimes,Not at all,Sometimes,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,10,0,0.952450502,Female,21,Norra mellersta Sverige,1,1,No,No,Yes,No,No,No,No, , , , , , 
1887,08/04/2020 21:35,week 2,"No, I have not","No, they have not",Yes,Yes,No,No,Yes,No,No,Frequently,No,No,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Frequently,Always,Rarely,Always,Always, , ,Always,Frequently,Frequently,Always,Frequently,Frequently,Rarely,Always,Rarely,Sometimes,8, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Five,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,1,1,0.947007905,Female,66,Södra mellersta Sverige,2,1,No,No,No,Yes,No,No,No, , , , , , 
1888,08/04/2020 21:35,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Rarely,Always,Frequently,Sometimes,Not at all,Not at all,Not at all, ,Frequently,Rarely,Rarely,Rarely,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Five,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,2,150,2,0.86075636,Male,53,"Skåne, Halland och Blekinge",3,1,Yes,No,No,No,No,No,No, , , , , , 
1889,08/04/2020 21:46,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Not at all,Always,Always,Rarely,Always,Always,Rarely, ,Always,Always,Always,Rarely,Always,Frequently,Not at all,Frequently,Always,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,2,6,0.955230547,Male,75,Norra Sverige,2,1,No,Yes,No,No,No,No,No, , , , , , 
1890,08/04/2020 21:47,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Not at all,Frequently,Sometimes,Sometimes,Always,Sometimes, , ,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Not at all,Always,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,One,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,0,0,0.952450502,Female,24,Norra mellersta Sverige,1,1,No,No,Yes,No,No,No,No, , , , , , 
1891,08/04/2020 21:48,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Five,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,1,1,0.971294209,Female,63,Norra mellersta Sverige,2,1,No,No,No,Yes,No,No,No, , , , , , 
1892,08/04/2020 21:50,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always,Not at all,Always,Always,Rarely,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Eget kontor ensam,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,2,0,1,0.971294209,Female,68,Norra mellersta Sverige,3,2,Yes,No,No,No,No,No,No, , , , , , 
1893,08/04/2020 21:51,week 2,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,30,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,2,2,2,1.626202413,Male,25,Stockholm,2,1,Yes,No,No,No,No,No,No, , , , , , 
1894,08/04/2020 21:54,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Rarely,Not at all,Always,Not at all,Always,Not at all, , ,Sometimes,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Not at all,Not at all,7, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Two,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,50,3,0.947007905,Female,61,Södra mellersta Sverige,1,1,No,No,No,Yes,No,No,No, , , , , , 
1895,08/04/2020 21:55,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Not at all,Sometimes,Not at all,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,0,0,0,1.426727817,Male,24,Norra Sverige,1,1,No,No,No,No,No,Yes,No, , , , , , 
1896,08/04/2020 22:01,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Neither willing nor unwilling,Not at all,Frequently,Sometimes,Always,Sometimes,Rarely,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Not at all,Sometimes,Sometimes,Sometimes,4,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Two,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,1,2,4,0.86075636,Male,55,"Skåne, Halland och Blekinge",2,1,Yes,No,No,No,No,No,No, , , , , , 
1897,08/04/2020 22:08,week 2,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,25, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Three,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,1,0,3,0.971294209,Female,64,Norra mellersta Sverige,2,1,No,No,No,Yes,No,No,No, , , , , , 
1898,08/04/2020 22:11,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Two,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,2,0,0.986561415,Female,72,Norra Sverige,1,1,No,No,No,Yes,No,No,No, , , , , , 
1899,08/04/2020 22:12,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Frequently,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Five,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,__NA__,Yes,1,0,1,0.971294209,Female,72,Norra mellersta Sverige,2,1,No,No,No,Yes,No,No,No, , , , , , 
1900,08/04/2020 22:14,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Sometimes,Sometimes,Always,Rarely,Always,Rarely, , ,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Not at all,Rarely,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,0,3,0.955230547,Male,71,Norra Sverige,1,1,No,No,No,Yes,No,No,No, , , , , , 
1901,08/04/2020 22:23,week 2,"No, I have not","No, they have not",No,Yes,No,No,No,No,Not sure,Always,No,No,No,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always,Not at all, ,Always,Frequently,Sometimes,Always,Frequently,Rarely,Always,Sometimes,Sometimes,Frequently,7,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Two,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,__NA__,Yes,0,10,2,1.047739713,Male,46,Norra mellersta Sverige,1,1,Yes,No,No,No,No,No,No, , , , , , 
1902,08/04/2020 22:24,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,0,10,1,0.89343102,Female,66,Stockholm,1,1,No,No,No,Yes,No,No,No, , , , , , 
1903,08/04/2020 22:30,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Frequently,Always,Not at all,Always,Always,Sometimes, ,Always,Sometimes,Frequently,Always,Always,Frequently,Not at all,Sometimes,Frequently,Frequently,12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,2,15,2,0.86075636,Male,57,"Skåne, Halland och Blekinge",2,1,Yes,No,No,No,No,No,No, , , , , , 
1904,08/04/2020 22:31,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Frequently,Not at all,Always,Always,Not at all, ,Frequently,Not at all,Sometimes,Sometimes,Frequently,Sometimes,Not at all,Not at all,Sometimes,Not at all,10,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,inomhusträning,Yes,0,40,2,0.975339128,Female,52,Södra mellersta Sverige,1,1,Yes,No,No,No,No,No,No, , , , , , 
1905,08/04/2020 22:46,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,1,0,0,0.89343102,Female,77,Stockholm,2,1,No,No,No,Yes,No,No,No, , , , , , 
